Input,Ambient,Flow,Radiation
25.67,33.8,0,1.40E+01
25.7,33.8,0,1.40E+01
25.73,33.8,0,1.40E+01
25.76,33.8,0,1.40E+01
25.79,33.8,0,1.40E+01
25.82,33.8,0,1.40E+01
25.85,33.8,0,1.40E+01
25.88,33.7,0,1.40E+01
25.91,33.6,0,1.40E+01
25.94,33.6,0,1.40E+01
25.97,33.4,0,1.40E+01
26,33.3,0,1.40E+01
26.04,33.2,0,1.40E+01
26.08,33.1,0,1.40E+01
26.12,33.1,0,1.40E+01
26.16,33.1,0,1.40E+01
26.2,33.1,0,1.40E+01
26.24,33.2,0,1.40E+01
26.28,33.3,0,1.40E+01
